"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",2.03025355267058,0.0937844589421429,21.6480808821756,2.09116467001775e-85,1.84621461835355,2.21429248698761
"log_unit_price",-0.314089928725827,0.0349164736850313,-8.99546533705314,1.17222644354644e-18,-0.382608643655621,-0.245571213796033
"reward_points",0.0655648971714776,0.00347434393697782,18.8711590909764,4.21763199065397e-68,0.0587469812520961,0.0723828130908591
"customer_typeNormal",0.721312169995004,0.0609917646607109,11.8263862999795,2.7820560260016e-30,0.601624329420086,0.841000010569921
"branchB",-0.025047163549493,0.0490869349451868,-0.510261306342759,0.609982036112802,-0.121373434427427,0.0712791073284414
"product_categoryFruits",0.0313133684093575,0.0727114081761826,0.430652757177855,0.666814519558758,-0.111372639745686,0.173999376564401
"product_categoryHousehold",-0.0489874755556066,0.0737417179300106,-0.664311558378683,0.506645459647373,-0.19369532305642,0.0957203719452069
"product_categoryPersonal Care",0.0264798454141979,0.0729044116652057,0.363213210413103,0.716523080030314,-0.116584905198178,0.169544596026573
"product_categoryStationery",-0.0890785706227427,0.0740006085325268,-1.2037545689045,0.228971907628147,-0.23429445486151,0.0561373136160249
